review	tagging
my son needed a new phone. i bought this one because it looked like something my son would like. i gave it to him the other day and he said it works great. this is why i decided to buy the item.  : )	1
My son loves this product	1
My son loves the phone. Has had no problems and loves all the features. He says it&apos;s like having a computer in your pocket!	1
My son loved the phone. Very good condition and fast delivery.	1
"My son lost his iPhone and was really distraught. We were going on vacation for a little over a week and he would have been lost without his music. This seller communicated with me immediately and indicated if I bought immediately, he would ship out the same day and I would receive before we left on vacation. Not only did he do what he said, but the phone arrived a day early. THANK YOU SO much for making my son&apos;s vacation - he was really bummed out!"	1
My son is very happy with his new phone.  He&apos;d had several others by a different manufacturer and all had the same issues within a very short period of time after receiving them.  I&apos;ve carried Motorola equipment for years and swear by their product.  We looked for hours and finally settled on this one.  The price was great and he is very please with the quality of service this product is giving him.  Yeah Ebay!	1
"My son is happy with this purchase.  Not the newest model, but it still had the features and memory that he wanted."	1
"My son is at the age where he now needs a cell phone. Of course, he would also need to text! I personally had never texted, so I thought I should buy a phone with a keypad and learn to text before he gets his own phone. When I saw the picture of the phone I loved the great big keypad! I read the details about the phone and it made some sence to me. The SMS text-messaging is what I really was interested in. I figured that once I got the phone I would learn about the &quot;data service&quot; thing and Java and Bluetooth later. Blackberry&apos;s require a &quot;data service plan&quot; this means you have to pay a monthly fee to your service provider for internet or email, even if you don&apos;t want it! This phone also has a &quot;turn wheel&quot; on the side of the phone to scroll through the icons on the phone. It is horrid! To me, this phone is very out dated and almost dinosaur-ish&quot;! It is also HUGE!! like wide and heavy. My suggetion is you go to a local cell phone store and handle the phones, ask questions, try out the features. Then once you have found the one for you, come home, turn on you PC and and find a great deal on ebay."	0
My son broken it in one day.	0
"My sixteen year old son loves this phone. I bought it for him after he dropped the first one that i purchased for him. Great experience, very good phone. Great price for a Great phone."	1
"My sister uses a $300 Apple Phone and my other sister has a $150 Samsung Phone. Both of them have been through over four phones since 2017. The screens on all of their phones, including the ones at present, are cracked to hell. I bought this phone for $19.99 at the beginning of 2016, dropped from three stories, out of my pocket multiple times, it fell in a fountain, a toilet, and in a puddle, and it has thrived past 5 adolescent and toddler nieces and nephews. This is the phone I use now. It has never died despite being waterlogged, and it still has over 11 hours of battery life on a bad day with full use. About 22 on a good day.  'Nough Said."	1
"My sim will not work, horrible camera quality, very low memory unless upgraded, and overall low quality. You absolutely get what you pay for. "	0
My sim will not work with the phone even though it's unlocked. I am asking for a refund please?	0
My Samsung Vibrant phn fell in the toilet last week and stopped working. I purchased this used phn and it looks new. It works great and I am happy i got my phone back. The price was great compared to buying a brand new phn at $400 from T-Mobile.	1
My roommate and I have Sprint and we both had to go outside and sit on the roof of his truck to get reception. I bought this phone and now I can walk anywhere in the house w/o loosing signal!! (roommate envy&apos;s me now) :D	1
"My review of the phone is fine, it's the seller that I'm having a problem with!  Item not as advertised. Will not answer my messages. Vipoutlet sucks!!!! Please do not buy from there."	0
My reveiw Is based the seller poor comunacation the way he lied about the Item ..It&apos;s not refurbished and have a crack on the housing of the phone which separate the screen form he housing ...  Beward of this seller	0
"My purchase of a used T62u cell phone, was for my son (who loses, and/or destroys his cell phones a couple times a year).    I didn&apos;t want to spend a lot of money on the phone, that&apos;s why I chose ebay for my purchase.    I selected this phone instead of one of the other phones with all of the bells and whistles (camera, color screen, etc.) for two reasons:    1. The cost    2. Because it was one of the two GAIT phones Cingular ever had. GAIT phones are nolonger available, only digital phones now. GAIT phones have better reception (or more network options for coverage) than the new phones, they pick up Analog, TDMA, and new Digital signals from available towers. This allow reception in areas the digital phones typically don&apos;t have available.    I am happy with my purchase, it was just as described in the listing on ebay, as were the rest of my ebay purchases to date."	1
My purchase came in better than expected condition. I&apos;m using it to write and respond to this review. Good work.	1
My property manager uses this style phone and he is very pleased about its easy use.  It takes a lot of abuse and keeps on working.  I would recommend this model as a good phone in the contruction industry.	1
"My problem is not with the seller but the characteristic. Samsung piss me off with the  Note 8 with those apps from Galaxy APP; they need to understand we cannot have 2 markets place and play store with Google is enough. Samsung music (when I finish to play a video in youtube or website  is not syncing with my car, it just stop where the video was standing. Give me back the Music player!!!) and clock are badly bad. The phone is too long I prefer it larger as tablet, if I need to change my battery I will have to expand another money to do that, the home button in the corner should be on front of the phone. I have Samsung connect that is futile because I am already get Google Chromecast (HOME).  Overhaul, I switch from Note 2 (the best phone ever Samsung has been made) to Note 8 and I really regret the move. I hope in the future thing is getting better.     "	0
"My previous Nokia 5310 worked great so I don&apos;t know why the one I received from the EBay seller works so poorly. It is supposed to be new but seems to already be programmed with security codes so I don&apos;t know if I received the item that was described. The phone breaks up constantly, I cannot send pics via text which was no problem with the previous Nokia 5310 I owned. I also cannot access the web and many of the words on this phone are misspelled."	0
My phone works great and was delivered on time. Smooth transaction	1
"My phone will no longer charge,and I don&apos;t know why. I have tried everything under the sun to get it to work and it still doesn&apos;t work. I would like a full refund for my purchase"	0
My phone was shipped quickly and the phone is great! Thank you!	1
"My phone seems to work fine, but there are permanent streaks on the face of the phone that cause a glare. So it's hard to see the screen well outside. They don't clean off, it's under the surface or something. Obviously not a new phone like stated. But, my other one is totally done for so I have to keep this."	0
"My phone Samsung  fallacy mega 6.3 was a beauty and services excilent  , I would recumbent  any one to buy are do business with them , thank a gain ."	1
"My phone order arrived before the expected date and is in great working/looking condition! The sim card holder was missing but once I contacted the seller a new one quickly arrived. The customer service is GREAT,  I am a very satisfied first time customer. "	1
My phone is asking me for a password when I'm starting up my phone why is this 	0
My phone I cant use my figure print is not working at all.... and my touchscreen  does not work at times..  not very happy	0
"My phone has never been delivered, despite several messages I received no feedback, tell me when I get my phone or you send me my money ???"	0
My phone had damage to it and when asked to just give a little money back instead of returning the seller states they would not do it. The description said the phone was brand new never used. I think integrity goes a long way and the fair thing to do would have been a partial refund.	0
My phone got water damage over the summer. Months later the logic board finally burned out. This item is exact to the one I removed. Works perfectly.	1
My phone came with the screen loose and not fitting right on the phone ..  Terrible !	0
My phone came in good condition thanks !	1
"My phone came as described and worked great at first. However, after 2 months of using the phone, the camera stopped working, the home button stopped working, the screen stopped being receptive to my touch, and the phone stopped sending correct notifications for apps. I have no idea what exactly happened with it, but it was a complete waste of money."	0
My phone broke on vacation.  I was so happy to see the same brand and style on sale on ebay for a remarkable price.  It was sent right away and I was able to get &quot;back on the grid&quot; in a very timely manner.  Though an old style - the quality of this phone is excellent and I find the style extremely convenient.	1
"My phone arrived within 24hrs and its in mint condition. Seemed like scam considering the unbelievable deal, but it had good reviews so I bought it. I could never regret my decision. Thank you to the seller. "	1
"My phone arrived dead & took a significant amount of time to charge just enough to turn it on. There was damage by the front camera & the rear camera wouldnt focus. There were several apps already open, including a voice memo of someone checking the mic quality. Also, Im not totally sure what model it was, but it wasn't even a 6S. Didnt check much else as Id already decided to send it back."	0
My part came 3 days early was correct to the detail. Staff was very fast answering questions. Nice to know business's still operate at such a high level. 	1
My package was not delivered and sent back to the seller. Totally ridiculous.  I have not ever had a problem with my address or shipping with ebay so I dont understand why this happened. 	0
"My other S5 broke only a month after I bought it. Lesson learned. I got a case for this one BEFORE I got the phone. It is my favorite Galaxy yet. It does exactly what I need it to, it's a good size, and except for NEEDING to be in a case, it's perfect."	1
my order was unlock black phone but you send my metro pcs white phone.	0
My order was cancelled by the seller no sooner than I put my order in!  I cannot say whether it was of good value or quality! 	0
My only problem is the shipping its been in transit for 2 days and it was suppose to be here yesterday. 	0
My oldest baby bro LOVED it :] Was exactly what hed wanted as his gift in every way! Thanks for everything	1
"My older model works better than this phone brand new. You can't do anything with apps on it. It's completely obsolete. Even with an additional storage card and with having rooted the phone, it cannot sync and also has a terrible screen/camera with no flash or light available. It acts as though it was released in 2012?! I'm shocked at the quality HTC is willing to release. Very unfortunate"	0
My old Samsung had cracked glass and it finally gave up the ghost. Couldn't afford a new one so I bought a used off ebay for around $80 with shipping. Works great.	1
"My old phone got wet, so this new one is perfect."	1
"my old phone broke because of water damage, before i had put it in rice that is exactly what it looked like. you can buy this phone if you want but be careful."	0
"My niece loves this phone. The ease of use and white color is the main thing that teens love. The features like Facebook,BB Messaging and texting is what kids want in their phones and this phone is it!"	1
My mother needed a &quot;help Im falling&quot; phone.  This is great for that type of need.......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................	1
My mom refuses to get a smart phone and loves this phone.  She is hard of hearing and wears hearing aids and t-coils and she says she can hear great on this phone.  She also likes the separate and slightly raised buttons.	1
My mistake on purchasing a phone I didn't check to see who the provider was. I purchased for our granddaughter who has a prepaid AT&T account. But this phone is a Verizon. The seller should state as such in the listing instead of telling me I should of investigated the provider. As a seller he should state clearly the provider. If you are honest in your listing there should be no problem. I thought I could get this hooked up through AT&T. Next time I will investigate as he suggested. We also purchased a 2year insurance plan that during checkout you get that option to purchase. I realize it wasn't purchased through the seller. But a different company. 	0
"My mistake in buying this product which has no SIM card slot. Total waste, cannot be used at all. "	0
My midframe was falling apart. Found this product that didn't cost much. Was a little worn but it was better than before. Can't complain.	1
My little girl loves this phone. Gave it to her for communicating with me for getting out of school at different times and she loves the apps and internet settings. Thanks again.	1
"My LG V10 has VERY BAD GPS reception issue from beginning. It ran into boot loop issue after 1 year.   LG should have recalled V10 from the market. If you check eBay and google, SO MANY people ran into these problem.   Time and money wasted. "	0
My last phone (lumia 1520) did not fit and kept dropping it. 	1
"My kids love them, they are perfect for them.  "	1
My iPhone is not working 	0
My iPhone 7 Plus was delivered very fast it was in great condition no scratches or marks on screen my iPhone 7 Plus was like new . I will be buying again   Thanks 	1
My husband ordered this when I lost my Straight Talk phone and it turned out to be a HUGE NIGHTMARE!!  NO WHERE on the website does it say or indicate the Zip Code it works in (which is a major biggie for S.T.). You have to submit your code to see if that phone will work with your service area.  Now part of this is on S.T. since it took them almost 3 weeks and four people later to figure out this phone will not work in the Midwest.	0
"My husband love the LG K8 phone so when I found this one he was really happy because his LG K8 was ready for retirement ,  when he finds a phone he like he stays with that phone brand .  He gets really great service were we live here in the country."	1
"My husband lost his XV6800 while on vacation.  Our cellular phone company wanted to charge us $30/month for a data plan if we replaced his phone with a newer smartphone model.  However, since he had a XV6800 previously without the charge and replaced it with the same model, he was able to get the charge waived. Unfortunately, the eBay phone needed to be rebooted 2-3 times per day, which was very frustrating.  In the end, he got a new smartphone."	0
My husband liked the phone but does not like the fact it doesn't stay charged..Battery gets drained while not in use..He closes all apps and still drains	0
"My husband is old school, and hates to learn a new device. His ol Maxx 2 broke, and the Turbo 2 is the upgrade, with faster processor, more memory & shatter proof screen. This has been a great option, so far. We will probably even buy another as a backup, when this one eventually fails. ALL phones will fail at some time."	1
"My husband is not a &quot;smart phone&quot; guy. He needed something old style/flip phone, sharp perception, dependable. The Jitterbug Plus was just what he needed. We were a little mislead or just didn&apos;t understand the extra cost for minutes that we thought were included with the plan. Still, overall, it was much less than what a plan that neither of us need would have cost. We do not live on the phone and just needed something to keep in contact with kids and grandkids. Thank you, Jitterbug and seller. Well worth the purchase. /:-D  We do not use the 5* plan, just the phone service."	1
"My husband has thrown his, dropped it on concrete repeatedly, and it even survived a fire (flames directly on it, sections melted) - the screen did not crack through any of that abuse.  He recently purchased a new one because after the fire it was acting a bit strange, but it still worked.  Our daughter had one, dropped it in the road and it was run over by a dump truck, and it still worked.  It was pretty beat up though (screen was cracked and small sections of the plastic were missing) so we got her another one (this one for this review).  Neither of them have had issues with the battery or storage, or anything, just a great phone and it holds up to anything."	1
"My husband had this phone for 1 week, and he was already complaining about he cant hear, the lost calls, the voice command would not work, it wouldnt ring sometimes, sometimes it went to the voicemail, and we never knew anyone called, unless the left a message or the caller id appeared, and the ohone was on, with the ringer high. Then after 2 months of dealing with sprint, it was replaced with the same one, but a different one, and after 2 months after that, it was dropped from pocket to carpeted steps, and it broke in two!! The flip part broke away from the handheld part, and it was not fixable. CHEAP piece of you know what, but highly expensive and not worth a penny. The sprint guy that it was returned to, did not recommend this phone. They had other people having similad problems. You have it, get rid of it, you dont want it, dont buy it!!"	0
"My husband had a Nokia 6010 and when it bit the dust, I went in search of one just like it. Meanwhile he was given a free replacement, so I got to keep the one I had purchased for him. It doesn&apos;t wash dishes or anything like that, =) but it well serves my purpose and I would buy it again. Enjoyed the whole experience!"	1
"My husband dropped his phone in the bay while fishing, so we had to replace it.  He really likes this phone so the only place we could find one was on ebay.  We got a great deal on it and it really is a great phone for a man."	1
"My husband and I purchased two of these through Cingular a couple of years ago. Since then, each one has developed different intractable problems.     AUDIO PROBLEMS  After about 8 months of use, the audio in my husband&apos;s telephone stopped working. As a result, he couldn&apos;t hear conversations without having his head-piece attached. The phone would ring and ring while he continued to run around searching for a head-piece.     BATTERY PROBLEMS   Shortly thereafter, both of our phones developed an inability to re-charge. You would plug the phone into an outlet at night and the charging indicator light would appear; but the phone would still be on empty in the morning.    MISCELLANEOUS PROBLEMS  We both have experience problems with dropped calls (disregard the commercials). Finally, I have had considerable difficulty switching between lines because of the awkward and non-responsive key pad. When another call comes through while Im already on the phone, any attempt to switch lines will typically result in the loss of both conversations.    However, these phones have served us for two years now. So, for what its worth, they can last an eternity [my husband insists on waiting for them to completely die before we get new phones :( ]"	0
My grandson just got one from Wal-Mart he only payed $200.00 for the phone	0
My Galaxy S5 was getting hot and the battery ran down quickly so got this one galaxy S8+ so far works well and battery stays charged camera better.	1
My FRONT CAMERA DONT WORK 	0
My friend's Galaxy S3 had a broken glass so I bought this used phone to repair her phone. The repair went very smoothly and the part worked perfectly.	1
my friend please stop selling items that you think people can't be use.	0
my friend needed one very fast and it worked out good i would order something from them again  it was well worth it thank you	1
My first BlackBerry since the 9900 and went to iPhone....much better than the iPhone! The seller was great....arrived in ONE day.  Thank you  	1
"My first alltel phone when I signed on in 2005. I got this and abused it a lot. It suffered many drops and even a little water damage and managed to work through all of that. it was one of the toughest phones i owned. nevermind any of the others i owned this was the best of alltel besides my rim blackberry.    by the end of the contract and eligible date the phone looked pretty bad and had glass pieces missing, decided it was the best ting to recycle and forget about it.    HONESTLY, this was very tough. I loved this phone but it was a little basic, so I wouldn&apos;t get it again, but If you need a good basic phone, I suggest this entirely."	1
My favorite iPhone ever. Still love these things even after the iPhone 7 is out. I have a 6 currently but always keep a 4S for a backup phone.	1
My family has three of these phones the work great and they are good for all of our uses. User friendly. Every one of the phones we bought used on ebay and we are very satisfied.	1
My experience with this seller and the product itself was excellent. I purchsed this phone because I broke mine and was in need of a new one. The seller was very accomodating and I recommend him as a seller. The phone is great and better than my original LG MytTouch (except the battery isn&apos;t as good). Overall I am very satisfied and enjoying the phone.	1
my experience with this phone was horrible it cuts on and off often for no reason i regret buying this phone from the seller serously!!!! Never Again	0
"my experience with this phone is, the jack for the headphone are not working properly and the battery is very pass do drain.and i add same apps on the phone be come slow."	0
My experience is that the phone I purchased has a cheap replacement battery; will not make or receive calls unless there is a data connection.  Unless perched within a block of a cell tower cannot get more than one bar displayed.  Contacted FreedomPop for tech support but was told they would only solve problem for a monthly fee.  A different model may work.	0
My employee got his phone wet. I had to have one fast and at a good price. I bought this phone and got it the next day. A great experience.	1
my elder father love it	1
"My daughter was happy. The phone came exactly as described without flaws or scratches. Her new phone was stolen at the school so a used phone was a perfect replacement for her. Why sign up for another number when all you need is just the phone. Highly recommend others to buy from ebay, just don&amp;apos;t outbid me please."	1
My daughter wanted this phone and absolutely loves it.  I wanted to surprise her with it and I did.  It works perfectly.  Great service.	1
My daughter wanted a new phone. I decided to buy it mainly because it was reasonably priced. They shipped it in excellent time frame. Will most likely purchase from them again. Thank you!!	1
"My daughter loves this phone. Pretty color and all the basics included without all the garbage space hoarding apps. Phone has excellent battery life, bluetooth, wifi, 3.5mm headphone jack, and plenty of storage for contacts, photos, music, etc. Very difficult to find a simple bar phone these days, but this one is a keeper. Thank you virtual-depot!"	1
"My daughter loves the phone. No complaints. It's an iPhone 5c, so the battery life is average but it works like a charm. Great phone for a kid.  "	1
My daughter loves her new phone. I thought the price was worth it. She can do more things with this phone. She's upgrading from a windows phone so you get what you pay for.	1
my daughter loved it	1
My daughter likes it and thats saying something!	1
"My daughter jus got home from school,,and the cell was shipped to the exact date stated...(thank u) she LOOOOOOOOOOOVVES HER PHONE,,THANKS AGAIN FOR A GREAT PHONE @ A AFFORDABLE PRICE,,,HAVE A GREAT DAY...CARRIE"	1
My daughter is LOVING the phone!!  I am glad I got it for her!!  Thanks so much!  It was exactly as what was described and in GREAT condition!  Def will buy from this seller again!	1
My daughter decided for me to buy that phone as a christmas present. It reached my house long after christmas with missing equipment and was not working at all. Had to send merchandise back to China which was very expensive and still have no refund. Would never buy from these people again. You cant even contact these people because they apparently dont understand english very well and neither write. Bad place to buy stuff.	0
"My dad needed a new flip phone his,was falling apart so I found this one and it was perfect for him. It shipped faster than expected and was easy to switch the number over."	1
My dad loves them for work	1
"My dad has been using this model phone for a while now and he loves!!! It doesn&apos;t have a lot of features than new phones do, but if you don&apos;t care, then this is a great phone!"	1
My Charge broke a month back. but what a great excuse to switch to a real phone. i have it rooted super clocked and set up as a free hotspot. life is good but this phone is better.	1
"My cell phone now doesn't work.  I don't know what is happening, it has been shut down for 1 month and the screen is green. It appears like it needs a reboot which I did, but it still doesn't work.  I need help please coz I don't want to throw it away. "	0
"My camera doesn't work ,my fifer print scanner doesn't work and my phone shuts off at least every hours . The phone is also REALLY a slow ,I have had it for about a month it should not be giving me this many issues! This phone is trash !"	0
My brother was in need of a phone asap but phones at t-mobile website are so expensive..so i got this phone... he likes it a lot..i couldn&apos;t afford the newer version so has little things like no camera but its  he well like with it... other then that its perfect...	1
"My brother and mothers loves the phones , thanks much Robert"	1
"My boyfriend needed a phone for work, everything looked good in writing about this phone but after a week the phone stopped working!"	0
My boyfriend has one and i loved his.  Now i&apos;ve got one and love the way it works for me.  Only problem that have had with phone is had to replace the speaker in the phone.	1
My bffl has this phone and its ah-mazing! love the touch screen! You don&apos;t butt dial cause there is a lock on it! An the full QWERTY keyboard that everyone dreams of is so easy to txt with! Its a totally rockin phone and i am buying one myself!! Yayyyyyyy! GO EBAY!	1
My be unlocked but can not be used on any other network because of internal programs that cant be unlocked and changed. could only be used on ATT Had to return it	0
My battery won't charge it keeps saying temperature abnormal and then it stops charging 	0
"My bad - bought this to put a simcard in but this model doesn't accept them.  Works fine, I suppose."	0
"my 3 S-4 Mini.  I love the performance and the size of this phone.  That's just a phone, not a big screen TV, not high powered computer.  Makes calls, texts and that's just great....I don't need to spend lots of money for a PHONE.  Enjoy"	1
My 2nd HTC. will never again buy anything else.	1
"My 17 the year old son researched the exact model phone that he wanted and explained his findings in detail. I then assisted him in finding the phone on ebay. We noted the high ranking of the seller and were not surprised when the phone arrived. After enjoying it for a few months, we are just as satisfied with it now. The seller communicated well through-out the transaction. All-in-all, a good experience."	1
"Muy malo el celular, no trae lenguaje en Español. Trae una aplicacion que es imposible quitarla y es muy recurrente y lo peor es que viene en CHINO!"	0
muy malo ................	0
"Muy lindo telefono,muy util y versatil. Excelente producto,muy completo y buen precio."	1
"muy contento con la compra. elegante, bonito, fantastico,economico lo recomiendo"	1
"Muy bueno. Rápido, Elegante,  un poco pesado (característica que a mi me gusta) y la cámara está normal, no esperaba mucho en ese apartado ni era la razón principal para comprarlo. Recomendado para personas prácticas que como yo, consideran que los smartphones actuales ya están bien con lo que traen salvo la batería. Me hace gracia ver compañeros de trabajo con sus celulares pegados casi siempre al cargador mientras yo realmente wireless, felíz y contento, todo ppr un precio imbatible. A alguna gente le gusta presumir de celulares caros, yo por el contrario presumo del mío, barato y eficiente."	1
Muy bueno si es nuevo 	0
Muy bueno me gustan mucho 	1
Muy buena cámara de doble objetivo que permite fotos cercanas tipo gran angular.  Buena capacidad de memoria interna 32GB. El resto es Android de Motorola. Todo OK	1
Muy buen vendedor	1
Muy buen telefono. Funciona perfecto	1
Muy buen producto. Su capacidad lo hace muy agil y rapido.	1
"Muy buen producto, buena calidad"	1
"muy buen equipo y vale cada peso, con muy buenas prestaciones y totalmente recomendable "	1
muy buen equipo posee una camara espectacular con mucha nitidez en foto. muy bueno en relacion precio vs desempeño	1
Muy buen celular.	1
"muy buen celu, comodo, facil de usar, colorido,variedad de sonidos, muy luminoso.excelente aparato. en rosa le da un toque muy femenino"	1
Muy buen bebendedor 	1
"Muy buen artículo, gracias"	1
"Muy Bien, Lo recibí perfectamente en el Tiempo establecido. ¡GRACIAS!"	1
Muy bien todo exelente	1
Must buy love it 	1
"MUITO RUIM, NÃO RECEBE CHAMADAS, NEM DE FIXO , NEM DE CELULAR.   "	0
muito bom gosto bastante do produto quando puder comprarei um pra mim pois é um aparelho super moderno e pratico	1
Mui mala calidad se friza mucho 	0
Muchas gracias   	1
"much chip on bottom, not show in the pic. i hate this description!!!"	0
"Much better than iPhone..  I love Samsung,  easy to use and better quality.. "	1
Much better than expected.  Not sure that I want to go back to the samsung. 	1
"mpré un Xperia Z en 2 pagos (junto al articulo 330707939807) por una suma de 560 dolares, el envío a la Argentina tardó poco mas de 2 semanas en llegar, recibiendo el teléfono a finales de septiembre. A mitad de octubre, con menos de un mes de uso, el teléfono empezó a fallar y dejó de funcionar. Me puse en contacto con el vendedor, ya que en la publicación ofrecen un año de garantía, tras muchos intentos de comunicarme y solo obteniendo como respuesta que haga un &quot;hard reset&quot; al teléfono, lo cual no sirvió de nada, abrí un caso en paypal para resolver el conflicto y llegar a una solución, ya sea que me den un teléfono que si funcione o me devuelvan el dinero. Ahora veo que el caso está cerrado, sin dar ninguna respuesta ni solución a mi problema, he gastado 560 dolares en un teléfono que no funciona y con una garantía que no cumplen."	0
"Moving from an HTC ONE to this S6.  A quick visit to the local T-Mobile store so they could cut the SIM to fit the Nano SIM size, adjust a couple of APN settings and the phone was ready to go!  Also purchased an Otterbox to add to an already rugged phone (teenager uses it).  Excellent in all ways!"	1
Moving forward in the near future I will be using this buyer again. I must say I really enjoy my new phone thank you.  It came with all the Accessories.	1
Movies are not recorded properly. Instructions on various operating modes are absent. Keeps changing applications without prompts. No icon for recording sound when taking movies.	0
"moved from iphone.  was loaded with galaxy and google bloatware, but after researching and disabling the guilty apps, the pop up ads  are gone and the speed is up!  google and samsung are stupid for selling phones slowed down by annoying advertising. but rectified with a week's worth of reading and playing around.  steep learning curve, but very customizable. once rooted it should be even better at adblocking and tracker blocking. note that only exynos can be rooted, so i'm lucky i choose that!  the amoled screen with blue light filter is a real pleasure to look at. the blacks are deep and saves battery too!  wireless charging is amazing, but doesn't charge well with cheap chinese chargers. spend the cash, do it right, buy samsung chargers for samsung products.  takes some time to learn the ropes, but well worth it.  excellent smartphone."	1
"Moved from an iPhone 6 to this, and really like the Windows 10 environment. Everything works better! Battery life, cell signal, Cortona smokes Siri, Excellent free maps program that can be installed on drive so no wasted data, been dropped several times with no case, and still looks new! "	1
Motorola will not unlock the bootloader on these.  	0
"Motorola V620 if it&apos;s new I like it,it&apos;s a good cellular phone.But those that  I bought is not a new cell phone as said in my order."	0
"motorola phone excelent, no disk likes here,cant beat the reception of motorola, the call quailty is excellent, battery life not bad."	1
Motorola is Rocks 	1
"Mostrar forma romanizada  very compliant and good product, my 100% POSITIVE   very compliant and good product, my Rating is 100% positive, a quality product and REALLY GOOD. VERY FAST SHIPPING IS GREAT!"	1
"Most powerful phone on the market, and buying the international version you have full control over your device. "	1
Most Popular Products : Limit Apple iPhone Never Locked 3GS 32GB ( Factory unlocked ) - Only : $475.76USD	1
"Most likely seller printed out wrong shipping address on label . !!! No response from Seller , but I will make them pay whoever made this mistake . No Customer support from Paypal , because item shows delivered on tracking "	0
"More durable than then newer phones.  It is thin and easy to use.  More concerned with how long it lasts, not all the fancy features of the newer phones."	1
"More cosmetic flaws that expected.  Phone calls with this phone 3 times out of 10 go straight to voice mail.  I didn't change carrier and this didn't happen with the old phone.  My phone provider has offered to troubleshoot the phone for me to ensure it is not a carrier error.  I purchased this phone for my husband, received calls sound distorted."	0
"Money well spent. This phone does exactly what it says it will do. My husband wanted a simple, easy to use flip phone that was very durable. So far so good! It was unlocked and was no problem whatsoever to just insert the sim card and start talking. Thank you"	1
Mom insisted on a keyboard. This saved the day. Great price and quick ship. 	1
"Möchte hier keinen riesigen &quot;Testbericht&quot; abgeben, nur soviel: wer auf ein Touch-Handy wechseln will, sollte das Tattoo nehmen! Günstig im Preis und mit überragenden Funktionsumfang!!! Es muß ja nicht gleich ein 400-Euro Teil sein, denn mit dem Tattoo kann man vollwertig in die Welt der Smartphones eintauchen. Es gibt uznzählige (kostenlose) Apps im Netz, Navi läuft prima, Translator auch. Wetteranzeige, individuelle Gestaltung der 7 (!!!)Desktops.  Kurz und knapp - ich würde es immer wieder kaufen! Tut es auch! Ab 180,- zu haben, man muß nur suchen."	1
Mobile phone not working good microsd card dont recogneized seler dont me seel all cabel for sony canon charge nothing ist not orginal ay dont have charger micreosd end hdmicabel	0
Mobile phone not working good microsd card dont recogneized seler dont me seel all cabel for sony canon charge nothing ist not orginal ay dont have charger micreosd end hdmicabel	0
"Mobile network is blocked, not working,....... "	0
"Missing cover for power port so this phone is no longer water resistant, now i must pay return shipping for sellers mistake or lack of disclosure :("	0
Misleading description of item. The item is listed as unlocked and yet you cannot use it will other carriers. Only buy this phone if you use verizon.	0
Misleading ad. I had to pay to unlock the phone.	0
mira quiero sabr mas sobre el telefono y el display y casi no das detalles o foto mas claras del telefono 	0
"Minha filha adorou o aparelho, além de ser muito prático e funcional tem uma cam de 5 megapixel. Valeu!"	1
"Mine broke in couple of months, Sony won't give warranty. Trash."	0
mindig csak azt igérte elküldte de nem jött meg..!!!!	0
Mike does not work in speaker phone mode	0
"Might have been good in 2016, but now they're slower than molasses in February. Yes it has a nice clear 5.5"" screen but the 1.1ghz quad core is not sufficient at all. Battery life is dismal and in the end it's a good beginner phone but not much else. Spend your hard earned money elsewhere."	0
"Microphone is damaged, whom ever I call cant hear me clearly. No parts available. "	0
"Mi experiencia fue TERRIBLE compré un celular el día 30 de abril, supuestamente se demoraba 7 días en llegar hoy es 11 de Mayo y el vendedor no ha respondido mis últimos mensajes, para que me explique por qué mi compra aun no llega. No puedo decir nada sobre el artículo por que no ha llegado! My experience was TERRIBLE I bought a cell phone on April 30, it supposedly took me 7 days to arrive, today is May 11 and the seller has not responded to my last messages. No compren acá. I can not say anything about the arrículo because it has not arrived yet"	0
mentioned shipping date was fake	0
Melissa shipped the product very quickly and it was the correct product.I wouldn&apos;t hesitate to buy anything from her again. She takes care of her customers.	1
"Me llego dañado, exijo que me sea devuelto, ya que se me exigió la compra. por ser subasta.  CAMBIÁDMELO, NO SIRVE"	0
me ha ido muy mal con este articulo . me llego totalmente danado he inservible. y no me quieren devolver mi dinero.	0
"Me gusto el celular buen desempeño, larga duracion de la bateria y estetica excelente"	1
Me gusto ..sobre todo los feature	1
"Me gustaria ver fotos del producto, una foto bajada de internet no acredita que tengas el producto.  Tampoco veo como proveedor tengas seguidores, mucho menos gente conforme. "	0
me gusta mucho la camara 	1
Me estafaron. El microfono no funciona.	0
me encata llego rapidisimo 	1
Me encanto muy bonito muchas gracias.	1
"Me encanta este dispositivo, lo el único defecto, que no se si tenga solo mi dispositivo o todos, es que a veces no detecta las redes y lo tengo que reiniciar, por todo lo demás es excelente.  Lo compre porque estaba buscando un teléfono de gama alta con doble sim, y este si que ha cumplido todas mis expectativas, a pesar de que casi lleno a memoria no esta lento. Lo recomiendo."	1
Me encanta el teléfono 	1
me bad seller status in the publication says it's Samsung s7 64. Edge and neither S7. It is a cheap copy of SAMSUNG S6. REQUIRE THE RETURN MY MONEY.	0
ME AN ROBADO ESTO POR CULPA DEL VENDEDOR NO TIENE CUIDADO EN EL CORREO POR FAVOR TENER CUIDADO HE PERDIDO 260 DOLARES FOKC	0
Maybe the last phone I'll get for awhile. LG and Moto are all in with Mods and all other phones are uninnovative so waiting to be impressed as much as I am with Moto X Force.	1
